restaurant_id,restaurant_name,restaurant_rate,restaurant_telephone,restaurant_category,restaurant_typecode,restaurant_avg_price,restaurant_text_position,lng_wgs84,lat_wgs84
B0MBUUMMSH,闽南特色火锅,1.7,,火锅店,50117,,文一西路辅路与丰潭路交叉口东南80米,120.10347421774469,30.288445866261206
B0LKTHW67M,东北涮肚地摊烤肉,1.4,,火锅店,50117,,嘉仁路与灯彩街交叉口北40米,120.07415235661864,30.327597303963984
B0HB2ZWUKL,沙县小吃(联合大厦B座店),4.1,19157798433;19357215372,特色/地方风味餐厅,50118,15,古荡街道紫荆花路2号2幢102室-1,120.0930933669855,30.26915061818395
B0FFFA7WWE,阿志烧烤王(文三路总店),4.3,18358124182;18579067969,特色/地方风味餐厅,50118,54,文三西路630号皇朝花园内(古墩路紫荆花路间),120.09147528870362,30.278117852993894
B0KA4HZQ0I,昆漠新疆手抓饭(杭州西湖店),4.3,18357205183;19357390831,特色/地方风味餐厅,50118,50,文三路459号B座108室,120.12231332461448,30.27881266918746
B0L31XWO73,忠叔小馆,4.0,18267119968;19032009952,特色/地方风味餐厅,50118,20,新时代陶瓷西门东南60米,120.08912378492923,30.31128152185447
B0FFIBP15Y,安徽料理(骆家庄菜场店),3.8,18258450102;18655523054,特色/地方风味餐厅,50118,20,文一西路339号骆家庄农贸市场综合楼25,120.09493736835717,30.288591747979403
B0I1JRL8GK,东北手工水饺,3.8,17826808333;18329148555,特色/地方风味餐厅,50118,17,文三西路632一2号东北手工水饺,120.09143025229244,30.278137855016592
B0IDPUS3WN,新疆兄弟烧烤,4.2,17594994043;18868434745,特色/地方风味餐厅,50118,75,袁浦街117号,120.11969152213307,30.116638131029767
B0FFHFICX1,周记羊骨烧烤龙虾火锅(留下店),4.2,15990020200;18413259347;19558223154,特色/地方风味餐厅,50118,95,留下汇峰国际周记烧烤(留下地铁站C口步行220米),120.0464328558731,30.24154775627064
B0L2LAPE2Z,鲁邦烧烤(文一西路店),4.1,15967188575;18368129291,特色/地方风味餐厅,50118,71,文一西路425号鲁邦烧烤(文新地铁站C口步行410米),120.09209888640756,30.288600740578946
B0FFG8ZBFK,嵊州小吃(西斗门店),3.8,15958183669;18989493326,特色/地方风味餐厅,50118,17,西斗门路39号,120.10454638747078,30.29209795523011
B0FFG4ZMXN,草原烧烤(剑桥公社店),4.5,15924175175;15990123017,特色/地方风味餐厅,50118,70,申花路789号剑桥公社D座F1层,120.09024583233918,30.307970738355127
B0KB6A8UW0,烤匠麻辣烤鱼(龙湖杭州西溪天街店),4.6,15372066905;17799819275,特色/地方风味餐厅,50118,94,西溪天街商场5F(蒋村地铁站出入口旁),120.06443761579567,30.295600759850515
B0FFG8ZBCM,沙县小吃(三坝巷店),4.0,15268846607;18066528547,特色/地方风味餐厅,50118,16,古墩路624号附近同人精华3座附近,120.09526336649793,30.3039920548344
B0L12XVIYH,王老笨·东北过桥米线(龙湖杭州西溪天街店),4.5,15201382410;17731501151,特色/地方风味餐厅,50118,20,西溪天街3号楼117室王老笨东北过桥米线,120.06434175821666,30.294616992978657
B0H27YUP6G,衢州吴记私房菜(紫金名门店),4.3,15168317209;18858280150,特色/地方风味餐厅,50118,50,海味嗨街10号楼104,120.07942202732995,30.320971257665388
B0L23C4P1N,桥头煎饺(转塘店),4.6,15157285912;18857121071,特色/地方风味餐厅,50118,45,之江国家旅游度假区转塘街道创意路和象山路交叉口西侧100米,120.0691713397526,30.15423134473096
B023B189CI,红烧鱼头(青芝坞店),4.2,15157198892;18758581371,特色/地方风味餐厅,50118,80,灵隐街道玉泉社区青芝坞26号,120.11776351738644,30.260280611206447
B0FFK720BN,阿伟烧烤(转塘店),4.8,15088697158;15868458915;19567252023,特色/地方风味餐厅,50118,78,转江路200号122,120.06632094937099,30.1618733933557
B0L0JNEPLW,严州唐府·辣道建德,4.3,13989466743;18905814655,特色/地方风味餐厅,50118,44,清池路与灯彩街交叉口南100米,120.06510572189336,30.32485732186322
B0J0SSBQI7,老东北水饺(景顺铂悦城店),3.9,13943209668;15948556688,特色/地方风味餐厅,50118,17,景顺铂悦城,120.04403638277213,30.230302494052356
B0FFGMAT42,农夫渔家莊(汇禾领府店),4.5,13805777344;18072758500,特色/地方风味餐厅,50118,91,紫宣路279号汇禾领府6号楼(君尚国际广场对面),120.06587030922385,30.324720385176683
B0FFKFMAO1,香锅烤鱼家常菜,4.1,13777569228;18413259389,特色/地方风味餐厅,50118,67,灵隐街道青芝坞66号,120.1160241318866,30.260438965904033
B0L22AZPSN,龙坞烤全羊(杭州总店),4.7,13758254913;19511254913,特色/地方风味餐厅,50118,151,轮渡路27号附2号,120.10756200668838,30.124866069601964
B0FFG4CMW5,老杭州馄饨(剑桥公社店),3.9,13735531282;15958009112,特色/地方风味餐厅,50118,20,申花路769号剑桥公社E-12,120.0904439590918,30.30814569005634
B0LBLYKCU2,那拉提之疆·新疆菜(美院店),4.6,13675874035;18267133131,特色/地方风味餐厅,50118,88,博美路24号那拉提之疆餐厅,120.0705732662697,30.161351649466237
B0M6RZYWBQ,绝味鸭脖(西溪花园·白荻苑店),2.9,13656644262;18258467606,特色/地方风味餐厅,50118,34,西溪花园崇义路81号,120.05715602942114,30.287431202699505
B0FFG74U2B,特色碳烤羊腿·龙虾,4.4,13567179648;15988859532,特色/地方风味餐厅,50118,83,文三西路638-7号(五联西苑南大门汉庭酒店旁边),120.09036546463717,30.27810097884958
B0FFI6Z2PU,阿萍面馆(城西店),4.3,13505717595;18357122983,特色/地方风味餐厅,50118,19,文二西路669西溪智慧大厦1楼,120.08370744302289,30.282596428317007
B023B1H0SM,大清谷半日闲户外烧烤(清谷路店),4.4,13372501786;13567104668,特色/地方风味餐厅,50118,97,转塘街道大清村清谷路66号,120.06496577153452,30.20796814105344
B0HDMZUNRE,吉祥馄饨(云潮美誉商务中心店),4.0,13136113589;13735828673,特色/地方风味餐厅,50118,23,之浦路云潮美誉2幢101,120.10416505842575,30.171888040301592
B0GUBCN59J,张亮亮麻辣烫·麻辣拌(西溪路店),4.1,13095799950;17768304670,特色/地方风味餐厅,50118,28,留下街道东岳街6-3号1楼室,120.08719201855254,30.25967631902193
B0FFHCEF96,邵师傅牛杂(三墩店),4.6,13082820173;18767164133,特色/地方风味餐厅,50118,81,三墩镇厚仁路298号,120.07511975790527,30.33357165815858
B0FFMCXXG1,牛一把烧烤(古墩路店),4.4,13073655189;18604658488,特色/地方风味餐厅,50118,74,古墩路362号,120.09499078587002,30.284284199438872
B0HRRCVJFL,千里香馄饨王(环城西路店),4.2,13018961769;18760508591,特色/地方风味餐厅,50118,14,环城西路55号(武林门地铁站E口步行130米),120.15002667599596,30.273527384234878
B0M6C5VXVB,沙县小吃(蒋村花园兴达苑店),3.4,0571-88915263;18659422290,特色/地方风味餐厅,50118,16,文二西路睛川街蒋村花园兴达苑53号,120.07773782088907,30.2860464702902
B0FFIQDQC5,老浦土菜(文一西路店),4.5,0571-88523179;13750847265,特色/地方风味餐厅,50118,87,文一西路321号四楼(文新地铁站C口步行380米),120.09525266859352,30.288592770260955
B0FFHRR0XD,三喜馄饨(墩莳家园店),4.2,0571-88027852,特色/地方风味餐厅,50118,17,三墩镇甲来路27号,120.06213139277993,30.339544216863846
B0KULUX2MU,仁义厨,4.5,0571-87997979,特色/地方风味餐厅,50118,81,厚仁路三墩新天地商业中心6幢204,120.07522874896935,30.333595565522835
B0FFFA72ST,乐回头饺子店,4.5,0571-87972009,特色/地方风味餐厅,50118,21,天目山路131号(杭大路口),120.1367261471268,30.27353438173156
B0G269O8LG,林家一·西湖小馆,4.7,0571-87967777;17300918885,特色/地方风味餐厅,50118,205,西湖景区三台山路190号,120.1255212677312,30.232976210886253
B0FFFLJQQ9,三喜馄饨(同仁家园金河湾店),4.3,0571-87257130,特色/地方风味餐厅,50118,20,公平路332号(同仁商业街D区114号),120.07409834593155,30.32779632356459
B023B0BCN9,王记·金图门串烤(丰潭路店),4.6,0571-86941549,特色/地方风味餐厅,50118,96,丰潭路282号(近文二西路),120.10422348044266,30.285697483213845
B0KUGCUOQG,我家友菜,4.5,0571-85222233,特色/地方风味餐厅,50118,151,玉古路138-1号,120.12157924941432,30.261204475854754
B0H0TGO7F1,老乡鸡(杭州西港新界店),4.4,0571-83526550;15205505247;4007661777,特色/地方风味餐厅,50118,26,西港新界西一楼,120.06135710720707,30.314487718394986
B0JDRUI6PD,老乡鸡(杭州金街美地店),4.5,0571-82711572,特色/地方风味餐厅,50118,26,镇中路金街美地1号楼105室-9商铺,120.07386956215693,30.149530857079355
B0FFKKBXC7,温州海鲜黄牛排馆(303生活广场店),4.5,0571-56818937;0571-88958929,特色/地方风味餐厅,50118,133,三墩镇厚仁路357-367号303美食广场B座一楼,120.07296483818982,30.335691230719437
B0IKGA2W45,老陈大排档烤鱼烧烤(和安居店),4.5,19985576411,特色/地方风味餐厅,50118,103,三墩镇和安居44幢109,120.0454019008757,30.317414310098048
B0JAXS2W24,木屋烧烤(紫荆北路外卖店),4.4,19967331735,特色/地方风味餐厅,50118,105,龙致商业中心1号楼108室,120.0859051938694,30.320091253040545
B0LU61LJFR,樟荣·沙县手工小吃(友知弄店),3.5,19967321031,特色/地方风味餐厅,50118,18,古荡街道友知弄16号,120.11213016632988,30.294182421679583
B0KADYUG60,北丐先生•野馄饨烧烤(西溪龙湖店),4.8,19357699100,特色/地方风味餐厅,50118,28,余杭塘路1001号,120.0636331077467,30.295747799254443
B0L167SMRJ,宋小样·锦州烧烤(紫金港店),4.5,19357632769,特色/地方风味餐厅,50118,57,申花路759号剑桥公社E座,120.09054903358594,30.30816267428701
B0L2K1GTZK,沙县小吃(西投银泰城店),4.1,19357312109,特色/地方风味餐厅,50118,16,云河街108号8,120.10078256784966,30.149103452383006
B0J6A6PX15,小渝儿正宗重庆麻辣烫(文鸿金座店),4.2,19211847896,特色/地方风味餐厅,50118,22,黄姑山路57号文鸿金座(文三路地铁站A口步行370米),120.12859152360221,30.27843135582769
B0FFFA8AHT,樟荣·沙县手工小吃(文二路店),3.9,19157909157,特色/地方风味餐厅,50118,18,文二路474号,120.11543595917219,30.284732156743615
B0IDF97N6D,膳当家(怡泰大厦店),4.1,19157683001,特色/地方风味餐厅,50118,28,古翠路与华星路交叉口北40米,120.11505650723646,30.28168313259159
B0LG776G2B,阿胖煎饺(古荡新村西区店),4.5,19157656186,特色/地方风味餐厅,50118,22,古荡新村西西门北110米,120.10833922440895,30.278244448901603
B0L0F98BRV,弈小白餐厅,3.1,19057284368,特色/地方风味餐厅,50118,31,紫金生活广场,120.06550394555373,30.343004247978385
B0L35ZE2H8,餐中仙,4.4,19057167737,特色/地方风味餐厅,50118,20,文三路408号中电·万谷,120.1217068859204,30.280510827286044
B0M6FZXDJG,袁记云饺(西湖区西斗门新店),3.7,19032001488,特色/地方风味餐厅,50118,23,西斗门路150-1号,120.10595538486946,30.292436619079457
B0L6OHB2Q2,烤匠麻辣烤鱼(杭州西投银泰城店),4.5,18969903569,特色/地方风味餐厅,50118,65,枫桦路9号西投银泰城L4028-L4030号,120.09798932333335,30.149160740424644
B0JUKC2TYW,刁四麻辣香锅•麻辣烫(龙湖紫荆天街店),4.2,18888700468,特色/地方风味餐厅,50118,22,杭州龙致商业中心3号楼107-108室,120.08620522289772,30.321496970539286
B0FFHUADZH,阿峰烤鱼香辣馆(文三西路店),4.4,18868833356,特色/地方风味餐厅,50118,58,文三西路630-4号,120.09154934454789,30.278134844978602
B0JKMDL0QT,周素珍传统馄饨(西园路店),4.4,18868830272,特色/地方风味餐厅,50118,20,西园三路10号迪威科技园,120.05947495807429,30.310540969958197
B0K3YD942U,诸葛烤鱼(同人精华大厦店),4.3,18868744354,特色/地方风味餐厅,50118,58,古墩路616号同人精华(三坝地铁站B2口步行290米),120.09487292983947,30.30475693753086
B0LR4HPLTF,秀才娘子云南鲜花过桥米线,4.2,18857879922,特色/地方风味餐厅,50118,20,文三路56-1号(沈塘桥地铁站E口步行100米),120.14293918772104,30.280323595821056
B0LA2AG2UQ,袁记云饺(龙湖西溪天街店),4.5,18857545999,特色/地方风味餐厅,50118,23,蒋村街道花蒋天街商业中心10号楼108室,120.06349023618098,30.29533203578751
B0I2HOBEIP,爱口福东北特色水饺(丰盛九玺店),3.6,18812167110,特色/地方风味餐厅,50118,17,丰盛九玺西门旁池华街地铁站C口步行160米,120.06481040996225,30.330514924923854
B0JRPHLF3G,袁记云饺(杭州市西湖区万美商务中心店),4.4,18806536540,特色/地方风味餐厅,50118,23,万美商务中心5号楼110号,120.06512101514211,30.145220355117072
B0GRGOT5OF,喜羊羊烧烤(晴川街店),3.9,18805618881,特色/地方风味餐厅,50118,70,蒋村街道文二西路738号1006室喜羊羊烧烤烤鱼,120.07695598749513,30.283650280585128
B0KDDR6CPD,袁记云饺(杭州市西湖区浙江科技大学店),4.2,18668882545,特色/地方风味餐厅,50118,23,留和路与高教大道支四路交叉口西南160米,120.0273769817606,30.22088276363456
B0GRHRZ2RA,建德老杨炭烤鸦片鱼尾(三墩店),4.5,18667112266,特色/地方风味餐厅,50118,93,清池路汇禾领府西15号(狮城大院对面),120.06602124079429,30.324581218315927
B0KRG1CM89,沙县小吃(蒋村花园如意苑店),4.0,18659893399,特色/地方风味餐厅,50118,16,晴川街87号,120.07649475136874,30.286328350367118
B0LA9RS7MV,福建馄饨沙县小吃,3.3,18659853102,特色/地方风味餐厅,50118,22,林达科技沙县小吃,120.05825875468771,30.313728438605057
B023B17G6U,北京片皮烤鸭(紫金港店),4.1,18658195211,特色/地方风味餐厅,50118,28,三墩镇紫蝶苑10号楼206室,120.07939903171001,30.320878284281044
B0K3F6E7W6,沙县小吃(杭大路店),4.3,18605981822,特色/地方风味餐厅,50118,20,杭大路与跑马场巷交叉口北40米,120.13673633411311,30.271629575925004
B0L37UL7OU,樟荣·沙县手工小吃(杭州古墩路店),3.6,18557525318,特色/地方风味餐厅,50118,18,文新街道文一西路307号骆家庄东苑,120.09461523503631,30.28661493685787
B0JB5L3M84,米厨荟餐厅餐厅(西湖广告大厦店),3.6,18506831156,特色/地方风味餐厅,50118,15,西园一路18号西湖广告大厦F1层,120.05894255142003,30.308969969846103
B0KDJRJ2U2,西塔老太太泥炉烤肉(西投银泰城店),4.5,18506822533,特色/地方风味餐厅,50118,134,转塘街道枫桦西路9号杭州西投银泰城,120.09874411308111,30.149734884413135
B0FFKQJW9D,吉祥馄饨(杭州青芝坞店),4.2,18268066296,特色/地方风味餐厅,50118,25,玉古路60号,120.11869638789713,30.260130542607865
B0L0R17D1Z,三姐夫自助手工水饺(金街美地店),4.5,18246178292,特色/地方风味餐厅,50118,22,金街美地商业中心3号楼121室,120.07328061149096,30.149960370342885
B0J6YPWGUD,新疆美味烧烤(奥莱金街店),4.6,18139165100,特色/地方风味餐厅,50118,78,双流路与霞鸣街交叉口北120米63号奥莱金街,120.06625430089052,30.146362919607743
B0GKYXLYJA,二烧(学院路店),4.4,18106554642,特色/地方风味餐厅,50118,19,学院路58号华星创业大楼F1层,120.12601566389425,30.277060206835827
B0JKAOGVBA,新疆兄弟烧烤(钱塘one店),3.7,18099737486,特色/地方风味餐厅,50118,61,钱塘ONE西南门北280米,120.11162836290015,30.151754164170057
B0FFGRO3DW,西湖云筑民宿,4.8,18072999429,特色/地方风味餐厅,50118,,九溪九龙苑27号-1,120.11105355907776,30.196960065983788
B0K6XSXP0O,弄口里烧烤(烟火万塘店),4.7,18072775872,特色/地方风味餐厅,50118,50,万塘路262号万塘汇商业广场南楼1层103室,120.11983293649915,30.280916780677437
B0LKMD5U2F,永和大王(紫金广场店),4.0,18069885978,特色/地方风味餐厅,50118,18,红星美凯龙世博家具生活广场1层A805,120.09049977798315,30.310740366949826
B0J6ASYC8X,品上食府,4.4,18058720339,特色/地方风味餐厅,50118,50,文新街道五联弄31号3号楼底商13(西城广场南),120.09113268964052,30.282079491977804
B0I1UX0XYL,杨国福麻辣烫(浙港国际店),4.2,18058109992,特色/地方风味餐厅,50118,25,三墩镇紫荆花城2号楼120室,120.08786900486548,30.31128579666086
B0IRDAL1Q4,吉祥馄饨(珀莱雅美帆广场店),3.9,18057147209,特色/地方风味餐厅,50118,27,珀莱雅美帆广场1层107,120.09814368734054,30.2646594935727
B0I339ZA39,新疆买买提烤肉王,4.5,18016955999,特色/地方风味餐厅,50118,85,望月公寓东3门南50米,120.08618586099328,30.313909950445137
B0LR29602E,椒點麻辣烫(浙大森林店),4.1,17799809973,特色/地方风味餐厅,50118,27,西园八路3-8号-1,120.05881550748747,30.310790942087564
B0G1Y5UGG2,汝拉•西溪哩(西溪湿地福堤慢生活街区店),4.7,17767052866,特色/地方风味餐厅,50118,114,蒋墩路与文二西路交叉口西溪湿地北门福堤慢生活街区C1-20号,120.06668099346444,30.27668392965469
B0KRCOBAXM,炙烤拾光烧烤 烤鱼 小龙虾(西投云潮中心店),4.5,17764563456,特色/地方风味餐厅,50118,105,双浦镇西投银泰云潮中心11号楼1层底商25号,120.09978339186848,30.148797168589816
B0I0K70Z32,西塔老太太泥炉烤肉(龙湖杭州紫荆天街店),4.5,17757120053,特色/地方风味餐厅,50118,145,三墩镇古墩路1009号龙湖杭州紫荆天街L5层L5-07,120.08694746764118,30.323181521478034
B0LKXHNB9U,固始土鹅锅(都市阳光店),4.3,17714878138,特色/地方风味餐厅,50118,48,三墩镇金庄路308号,120.06384185828969,30.343907247636036
B0KG1B3T20,郑恩强麻辣烫(文一西路店),4.2,17705810456,特色/地方风味餐厅,50118,20,汉象/图书·音乐酒店北门旁,120.11112884867563,30.28940219046499
B0FFHGHCV1,沙县小吃(庆隆路),4.0,17605988855,特色/地方风味餐厅,50118,14,庆隆路18号(翠苑三区附近),120.11832469248252,30.294952776933837
B0FFHG4RHX,福建正宗沙县小吃(毛家桥店),3.6,17513711450,特色/地方风味餐厅,50118,20,毛家桥路38号(近金色蓝庭公交车站),120.11099753215393,30.29050497774068
B0L0PD0DC7,牛正焱·汕头牛肉饭(三墩店),3.2,17367115936,特色/地方风味餐厅,50118,16,吉园街36号西投绿城春树云筑,120.0694540671331,30.320552802178568
B0L22R04XN,滇幺妹云南烧烤(剑桥公社店),4.5,17366626650,特色/地方风味餐厅,50118,75,三墩镇申花路剑桥公社D座4幢9号,120.08998965396381,30.30794877875036
B0L1XLSCEV,牛当家烧烤(杭州总店),4.4,17364564862,特色/地方风味餐厅,50118,67,三墩镇金庄路269号1-4号裙楼一层107室,120.06595367143458,30.343353638677264
B0JD0SUAUL,魏名府地锅鸡地锅鱼(紫金生活广场店),4.3,17357187958,特色/地方风味餐厅,50118,65,金庄路269号紫金生活广场裙楼109室,120.06612858517796,30.343283434931855
B0KAKKKBS0,郑恩强麻辣烫(龙湖杭州西溪天街店),4.3,17357164678,特色/地方风味餐厅,50118,21,余杭塘路1001号龙湖杭州西溪天街4号楼108,120.0640119525335,30.29473641058622
B0KKP175HB,纪小媛闽南牛肉,4.6,17354734990,特色/地方风味餐厅,50118,88,开物创新大厦B座1楼(剑桥公社对面),120.09057997475689,30.309115554987788
B0HKHSATNF,袁记云饺(杭州市西湖区西溪华府店),3.9,17328872883,特色/地方风味餐厅,50118,23,西溪华府商铺2-107,120.05025123542126,30.293590578418602
B0FFJ1BKQV,张姐东北饺子馆(象山国际广场店),4.4,17117723333,特色/地方风味餐厅,50118,50,灵美路象山国际广场2号楼一楼4号,120.07427024869948,30.152654422865997
B0FFHXP93V,财勤烧烤,4.1,15958130120,特色/地方风味餐厅,50118,43,双浦镇袁浦轮渡路6号,120.12383385624132,30.122052603205614
B0IAG58LLK,河间府驴肉火烧(星光汇店),4.3,15933296063,特色/地方风味餐厅,50118,29,星光汇博美路20号,120.07061126481092,30.1612356141857
B0JDJPZCO5,蒲幺哥.万州·烤鱼(龙湖杭州西溪天街店),4.2,15925935487,特色/地方风味餐厅,50118,71,蒋村街道余杭塘路1001号龙湖杭州西溪天街10号楼一层106号,120.06346525714015,30.295278075144967
B0LAXR4LW6,回味黑鸭煲·始于 2006(龙湖杭州西溪天街店),4.7,15900246006,特色/地方风味餐厅,50118,96,西溪龙湖天街5楼回味黑鸭煲,120.06477243750993,30.295340357610765
B0IDMUXKQR,杨国福麻辣烫(天目里店),4.4,15879167779,特色/地方风味餐厅,50118,31,古墩路与古科园东路交叉口紫创商务中心2幢127-128号,120.09521619620638,30.27024558134635
B0FFKPZXOA,红恩小吃(西溪路店),4.6,15868993299,特色/地方风味餐厅,50118,42,西溪路75号西溪路75号院,120.13904940088626,30.27176814375669
B0LU3ZAAJU,杨国福麻辣烫(西湖杭荟城店),4.2,15825799832,特色/地方风味餐厅,50118,35,转塘街道杭荟城7-101,120.07111713156081,30.161113105903475
B0KUKU9GFK,杨国福麻辣烫(铂悦城店),3.9,15825558678,特色/地方风味餐厅,50118,25,屏新路27号铂悦城金街10号商铺,120.04316671699841,30.230535327589394
B0HUSZLNHH,沈氏牛肉汤(云潮美誉店),4.0,15800467871,特色/地方风味餐厅,50118,32,云潮美誉商务中心3幢108室,120.10381162204396,30.17129090404823
B0HK0ANL2S,云焰云南烧烤(华星发展大厦店),4.6,15799995858,特色/地方风味餐厅,50118,102,文二路322华星发展大厦B座,120.12137379531798,30.28505800195483
B0FFGY7HK0,元宝饺子铺(骆家庄东苑店),4.1,15715764447,特色/地方风味餐厅,50118,17,蒋村街道骆家庄菜场2号楼9号,120.09516358400957,30.28858376444907
B0LKH7QG5Q,洪兴老邮差东北老式麻辣烫,4.2,15558132219,特色/地方风味餐厅,50118,30,古荡街道古荆弄36号,120.09553650610124,30.270240608439217
B023B1DV2U,樟荣·沙县手工小吃(学院路店),4.1,15558042206,特色/地方风味餐厅,50118,18,翠苑街道学院路216号学院路地铁站C口步行190米,120.12476495736101,30.28752762840956
B0KBKK9MJC,新疆兄弟烧烤(同仁家园店),4.2,15509047604,特色/地方风味餐厅,50118,72,同仁家园金河湾西南门南50米,120.07414535315627,30.327647303197693
B0LUJZ9DM4,泮芳春煎饺(益乐路店),4.7,15397057910,特色/地方风味餐厅,50118,16,益乐路39号蓝海时代国际大厦写字楼F1层,120.10913413972166,30.282395541150073
B0LD1RL55T,八方烤鱼烧烤,4.4,15372596928,特色/地方风味餐厅,50118,55,剑桥公社D座4幢3号,120.0901257512734,30.30792576110743
B0KGFUZ3KI,袁记云饺(青山智汇城店),3.7,15356181916,特色/地方风味餐厅,50118,30,杭州市临安区青山智汇城1幢121-122室,120.08581312000936,30.32043123976428
B0FFGXF4AX,绝味鸭脖(崇义路店),4.1,15336560912,特色/地方风味餐厅,50118,28,蒋村街道西溪花园崇义路66号-2,120.05753869525404,30.28708262862197
B0K6YA2HFJ,浙大北门烧烤(紫金创业园B座店),4.3,15306588685,特色/地方风味餐厅,50118,55,三墩镇石祥西路859号紫金启真大厦3号楼101-12室,120.07130034394024,30.310644148932475
B0LRR7L9R7,吉祥馄饨(杭州黄龙C座店),3.7,15268819885,特色/地方风味餐厅,50118,20,学院路53号黄龙国际中心C座3层,120.12473677141425,30.277162640480206
B0FFMGTIFG,鱼米之乡东岳街(西溪路店),4.5,15267462486,特色/地方风味餐厅,50118,76,西溪路599号东岳街内大宅院旁边,120.08801948136356,30.259834091040595
B0FFG9328F,嵊州小吃(集萃路店),4.2,15258558818,特色/地方风味餐厅,50118,20,三墩镇集萃路25号,120.06919366196676,30.314695835033486
B0FFHK5KA5,老杭州馄饨店(古翠路店),4.2,15168405070,特色/地方风味餐厅,50118,17,翠苑街道古翠路116号(古翠路地铁站A口步行170米),120.11479271803742,30.28520354550368
B0FFIA7NW5,遵义羊肉粉(西荡苑·桃苑店),4.5,15158063536,特色/地方风味餐厅,50118,24,古墩路74-1号,120.09700379156996,30.27255157199311
B0J1Z67C9Y,杨国福麻辣烫(杭州数字信息产业园店),4.2,15157717002,特色/地方风味餐厅,50118,27,杭州数字信息产业园2期南门旁,120.05771470345591,30.32019346604093
B0L3OSXQXD,杨国福麻辣烫(小和山新苑店),3.8,15141134111,特色/地方风味餐厅,50118,25,留下街道小和山新苑8区2-7,120.0280995285257,30.219994928123327
B0KKL7IV1H,陶瓦里·小锅小灶(杭州首店),4.5,15070509537,特色/地方风味餐厅,50118,49,蒋村街道西溪银泰商业中心2号楼南楼112室,120.06962124397275,30.294382769908843
B0KRF9GGRZ,康记饺子馆,3.9,15064891345,特色/地方风味餐厅,50118,26,留和路522号翰墨香林(小和山地铁站B口步行350米),120.01457095882489,30.213135652612117
B0M6UAO73R,饺饺者煎饺,3.7,15024463799,特色/地方风味餐厅,50118,12,莫干山路545号,120.13983680335512,30.29191436404784
B0FFHUICLT,沙县小吃(翰墨香林店),2.7,15005941611,特色/地方风味餐厅,50118,20,留下街道留和路520号,120.01465175446093,30.213231413769567
B0HAHHIM07,艳红饺子,4.2,13989834772,特色/地方风味餐厅,50118,17,古荡街道莲花街187号,120.09876464461584,30.273310836761514
B0J6G5KI1B,李家炭烤(龙湖杭州西溪天街店),4.5,13968549540,特色/地方风味餐厅,50118,50,余杭塘路1001号龙湖杭州西溪天街F1层,120.06211214434127,30.295798865727463
B0FFI91ZX5,墩祥面馆,4.6,13968097869,特色/地方风味餐厅,50118,29,同仁家园北门,120.0711107095283,30.330358761809993
B0K1MHQDM3,好真记功夫面隆江猪脚饭(群升万国天地店),3.9,13860570870,特色/地方风味餐厅,50118,21,转塘街道群升商务中心9号楼1号商铺,120.09472010014154,30.159929022048438
B0HAYDYLEN,鲁智深自酿啤酒烧烤烤鱼吧(烟火万塘店),4.5,13858028807,特色/地方风味餐厅,50118,64,翠苑街道万塘路262号万塘汇一楼101保安亭隔壁,120.11946418591631,30.280867404631685
B0J3R72AF4,东北蒸饺菜馆云屉记杭州总店,4.7,13821220111,特色/地方风味餐厅,50118,25,古翠路58-2号,120.11544555650663,30.277902849312188
B0L11UL02S,吉祥馄饨(灵隐天竺步行街店),4.0,13819490516,特色/地方风味餐厅,50118,21,灵隐天竺佛缘步行街133号,120.1013254515135,30.240949256180123
B0HDCHITR4,杨国福麻辣烫(杭州西溪壹号店),4.2,13805708042,特色/地方风味餐厅,50118,24,文二西路808号西溪壹号创意商务中心27幢1层108-2号商铺,120.06299456223913,30.283664944285253
B0FFIXIKOF,活虾堂龙虾(文一西路店),4.5,13777849612,特色/地方风味餐厅,50118,76,文一西路426-428号,120.08796193245047,30.28933728886801
B0FFGETHXV,华园农庄·团建拓展·会议团餐·烤全羊·烤肉自助(大清谷店),4.6,13758225918,特色/地方风味餐厅,50118,104,清谷路57号,120.06487179917244,30.208287243719667
B0FFH59MT6,西溪家宴,4.5,13735825153,特色/地方风味餐厅,50118,74,留下街道大龙驹坞7-2.7-3,120.0800535560628,30.257457633769643
B0I2MCEZ07,齐齐哈尔烤肉·研究所(烟火万塘店),4.6,13735553124,特色/地方风味餐厅,50118,81,万塘路262号烟火万塘步行街里边(不是靠马路边哦),120.12029585946104,30.281293227772935
B0FFHDXELQ,飞爷私房牛腩麺(UN公社店),4.3,13735545207,特色/地方风味餐厅,50118,21,UN公社西南门西北70米,120.0445704162057,30.232071253952213
B0KDO5PJKH,塔哈尔(西投银泰城店),4.3,13711385579,特色/地方风味餐厅,50118,88,转塘街道枫桦西路9号西投银泰城区4F-4018(9号客梯直达),120.09919666765578,30.14927800388366
B0FFGHGOMQ,阿贵温州特色烧烤(石马社区店),4.6,13706613377,特色/地方风味餐厅,50118,55,留下街道石马新村64号(小和山地铁站A口步行440米),120.01795194721915,30.21201204027912
B0LG9YSYI1,张记东北手工水饺,3.4,13664656377,特色/地方风味餐厅,50118,20,三坝雅苑东北2门旁,120.0960778771906,30.307375731326665
B023B1DQDJ,东北饺子馆,4.1,13656665305,特色/地方风味餐厅,50118,25,莲花街199号,120.09865552727908,30.273241818599733
