restaurant_id,restaurant_name,restaurant_rate,restaurant_telephone,restaurant_category,restaurant_typecode,restaurant_avg_price,lng_gcj02,lat_gcj02,restaurant_text_position
B0FFMCXXG1,牛一把烧烤(古墩路店),4.4,13073655189;18604658488,特色/地方风味餐厅,50118,74,120.099801,30.282015,古墩路362号
B0HRRCVJFL,千里香馄饨王(环城西路店),4.2,13018961769;18760508591,特色/地方风味餐厅,50118,14,120.154722,30.271199,环城西路55号(武林门地铁站E口步行130米)
B0M6C5VXVB,沙县小吃(蒋村花园兴达苑店),3.4,0571-88915263;18659422290,特色/地方风味餐厅,50118,16,120.082557,30.283772,文二西路睛川街蒋村花园兴达苑53号
B0FFIQDQC5,老浦土菜(文一西路店),4.5,0571-88523179;13750847265,特色/地方风味餐厅,50118,87,120.100063,30.286324,文一西路321号四楼(文新地铁站C口步行380米)
B0FFHRR0XD,三喜馄饨(墩莳家园店),4.2,0571-88027852,特色/地方风味餐厅,50118,17,120.06695,30.33726,三墩镇甲来路27号
B0KULUX2MU,仁义厨,4.5,0571-87997979,特色/地方风味餐厅,50118,81,120.080052,30.331325,厚仁路三墩新天地商业中心6幢204
B0FFFA72ST,乐回头饺子店,4.5,0571-87972009,特色/地方风味餐厅,50118,21,120.141458,30.271228,天目山路131号(杭大路口)
B0G269O8LG,林家一·西湖小馆,4.7,0571-87967777;17300918885,特色/地方风味餐厅,50118,205,120.130277,30.230682,西湖景区三台山路190号
B0FFFLJQQ9,三喜馄饨(同仁家园金河湾店),4.3,0571-87257130,特色/地方风味餐厅,50118,20,120.078921,30.325524,公平路332号(同仁商业街D区114号)
B023B0BCN9,王记·金图门串烤(丰潭路店),4.6,0571-86941549,特色/地方风味餐厅,50118,96,120.109023,30.283426,丰潭路282号(近文二西路)
B0KUGCUOQG,我家友菜,4.5,0571-85222233,特色/地方风味餐厅,50118,151,120.126346,30.258917,玉古路138-1号
B0H0TGO7F1,老乡鸡(杭州西港新界店),4.4,0571-83526550;15205505247;4007661777,特色/地方风味餐厅,50118,26,120.066173,30.312199,西港新界西一楼
B0JDRUI6PD,老乡鸡(杭州金街美地店),4.5,0571-82711572,特色/地方风味餐厅,50118,26,120.078677,30.147245,镇中路金街美地1号楼105室-9商铺
B0FFKKBXC7,温州海鲜黄牛排馆(303生活广场店),4.5,0571-56818937;0571-88958929,特色/地方风味餐厅,50118,133,120.077788,30.333419,三墩镇厚仁路357-367号303美食广场B座一楼
B0IKGA2W45,老陈大排档烤鱼烧烤(和安居店),4.5,19985576411,特色/地方风味餐厅,50118,103,120.0502,30.315098,三墩镇和安居44幢109
B0JAXS2W24,木屋烧烤(紫荆北路外卖店),4.4,19967331735,特色/地方风味餐厅,50118,105,120.090725,30.317825,龙致商业中心1号楼108室
B0LU61LJFR,樟荣·沙县手工小吃(友知弄店),3.5,19967321031,特色/地方风味餐厅,50118,18,120.116918,30.291907,古荡街道友知弄16号
B0KADYUG60,北丐先生•野馄饨烧烤(西溪龙湖店),4.8,19357699100,特色/地方风味餐厅,50118,28,120.068449,30.29346,余杭塘路1001号
B0L167SMRJ,宋小样·锦州烧烤(紫金港店),4.5,19357632769,特色/地方风味餐厅,50118,57,120.095365,30.305896,申花路759号剑桥公社E座
B0L2K1GTZK,沙县小吃(西投银泰城店),4.1,19357312109,特色/地方风味餐厅,50118,16,120.105575,30.146825,云河街108号8
B0J6A6PX15,小渝儿正宗重庆麻辣烫(文鸿金座店),4.2,19211847896,特色/地方风味餐厅,50118,22,120.133344,30.276137,黄姑山路57号文鸿金座(文三路地铁站A口步行370米)
B0FFFA8AHT,樟荣·沙县手工小吃(文二路店),3.9,19157909157,特色/地方风味餐厅,50118,18,120.120217,30.282453,文二路474号
B0IDF97N6D,膳当家(怡泰大厦店),4.1,19157683001,特色/地方风味餐厅,50118,28,120.119838,30.279404,古翠路与华星路交叉口北40米
B0LG776G2B,阿胖煎饺(古荡新村西区店),4.5,19157656186,特色/地方风味餐厅,50118,22,120.113132,30.27597,古荡新村西西门北110米
B0L0F98BRV,弈小白餐厅,3.1,19057284368,特色/地方风味餐厅,50118,31,120.070325,30.340725,紫金生活广场
B0L35ZE2H8,餐中仙,4.4,19057167737,特色/地方风味餐厅,50118,20,120.126475,30.278225,文三路408号中电·万谷
B0M6FZXDJG,袁记云饺(西湖区西斗门新店),3.7,19032001488,特色/地方风味餐厅,50118,23,120.110753,30.290165,西斗门路150-1号
B0L6OHB2Q2,烤匠麻辣烤鱼(杭州西投银泰城店),4.5,18969903569,特色/地方风味餐厅,50118,65,120.102785,30.146883,枫桦路9号西投银泰城L4028-L4030号
B0JUKC2TYW,刁四麻辣香锅•麻辣烫(龙湖紫荆天街店),4.2,18888700468,特色/地方风味餐厅,50118,22,120.091025,30.319231,杭州龙致商业中心3号楼107-108室
B0FFHUADZH,阿峰烤鱼香辣馆(文三西路店),4.4,18868833356,特色/地方风味餐厅,50118,58,120.096362,30.275865,文三西路630-4号
B0JKMDL0QT,周素珍传统馄饨(西园路店),4.4,18868830272,特色/地方风味餐厅,50118,20,120.064289,30.308249,西园三路10号迪威科技园
B0K3YD942U,诸葛烤鱼(同人精华大厦店),4.3,18868744354,特色/地方风味餐厅,50118,58,120.099685,30.30249,古墩路616号同人精华(三坝地铁站B2口步行290米)
B0LR4HPLTF,秀才娘子云南鲜花过桥米线,4.2,18857879922,特色/地方风味餐厅,50118,20,120.147655,30.278008,文三路56-1号(沈塘桥地铁站E口步行100米)
B0LA2AG2UQ,袁记云饺(龙湖西溪天街店),4.5,18857545999,特色/地方风味餐厅,50118,23,120.068306,30.293044,蒋村街道花蒋天街商业中心10号楼108室
B0I2HOBEIP,爱口福东北特色水饺(丰盛九玺店),3.6,18812167110,特色/地方风味餐厅,50118,17,120.06963,30.328233,丰盛九玺西门旁池华街地铁站C口步行160米
B0JRPHLF3G,袁记云饺(杭州市西湖区万美商务中心店),4.4,18806536540,特色/地方风味餐厅,50118,23,120.069925,30.142925,万美商务中心5号楼110号
B0GRGOT5OF,喜羊羊烧烤(晴川街店),3.9,18805618881,特色/地方风味餐厅,50118,70,120.081775,30.281375,蒋村街道文二西路738号1006室喜羊羊烧烤烤鱼
B0KDDR6CPD,袁记云饺(杭州市西湖区浙江科技大学店),4.2,18668882545,特色/地方风味餐厅,50118,23,120.032134,30.218515,留和路与高教大道支四路交叉口西南160米
B0GRHRZ2RA,建德老杨炭烤鸦片鱼尾(三墩店),4.5,18667112266,特色/地方风味餐厅,50118,93,120.070841,30.3223,清池路汇禾领府西15号(狮城大院对面)
B0KRG1CM89,沙县小吃(蒋村花园如意苑店),4,18659893399,特色/地方风味餐厅,50118,16,120.081314,30.284053,晴川街87号
B0LA9RS7MV,福建馄饨沙县小吃,3.3,18659853102,特色/地方风味餐厅,50118,22,120.063072,30.311435,林达科技沙县小吃
B023B17G6U,北京片皮烤鸭(紫金港店),4.1,18658195211,特色/地方风味餐厅,50118,28,120.084221,30.318609,三墩镇紫蝶苑10号楼206室
B0K3F6E7W6,沙县小吃(杭大路店),4.3,18605981822,特色/地方风味餐厅,50118,20,120.141468,30.269323,杭大路与跑马场巷交叉口北40米
B0L37UL7OU,樟荣·沙县手工小吃(杭州古墩路店),3.6,18557525318,特色/地方风味餐厅,50118,18,120.099426,30.284346,文新街道文一西路307号骆家庄东苑
B0JB5L3M84,米厨荟餐厅餐厅(西湖广告大厦店),3.6,18506831156,特色/地方风味餐厅,50118,15,120.063756,30.306677,西园一路18号西湖广告大厦F1层
B0KDJRJ2U2,西塔老太太泥炉烤肉(西投银泰城店),4.5,18506822533,特色/地方风味餐厅,50118,134,120.103539,30.147457,转塘街道枫桦西路9号杭州西投银泰城
B0FFKQJW9D,吉祥馄饨(杭州青芝坞店),4.2,18268066296,特色/地方风味餐厅,50118,25,120.123469,30.257846,玉古路60号
B0L0R17D1Z,三姐夫自助手工水饺(金街美地店),4.5,18246178292,特色/地方风味餐厅,50118,22,120.078088,30.147674,金街美地商业中心3号楼121室
B0J6YPWGUD,新疆美味烧烤(奥莱金街店),4.6,18139165100,特色/地方风味餐厅,50118,78,120.071059,30.144069,双流路与霞鸣街交叉口北120米63号奥莱金街
B0GKYXLYJA,二烧(学院路店),4.4,18106554642,特色/地方风味餐厅,50118,19,120.130774,30.274769,学院路58号华星创业大楼F1层
B0JKAOGVBA,新疆兄弟烧烤(钱塘one店),3.7,18099737486,特色/地方风味餐厅,50118,61,120.116405,30.14947,钱塘ONE西南门北280米
B0FFGRO3DW,西湖云筑民宿,4.8,18072999429,特色/地方风味餐厅,50118,暂无数据,120.115835,30.194678,九溪九龙苑27号-1
B0K6XSXP0O,弄口里烧烤(烟火万塘店),4.7,18072775872,特色/地方风味餐厅,50118,50,120.124605,30.278633,万塘路262号万塘汇商业广场南楼1层103室
B0LKMD5U2F,永和大王(紫金广场店),4,18069885978,特色/地方风味餐厅,50118,18,120.095316,30.308474,红星美凯龙世博家具生活广场1层A805
B0J6ASYC8X,品上食府,4.4,18058720339,特色/地方风味餐厅,50118,50,120.095946,30.27981,文新街道五联弄31号3号楼底商13(西城广场南)
B0I1UX0XYL,杨国福麻辣烫(浙港国际店),4.2,18058109992,特色/地方风味餐厅,50118,25,120.092687,30.309019,三墩镇紫荆花城2号楼120室
B0IRDAL1Q4,吉祥馄饨(珀莱雅美帆广场店),3.9,18057147209,特色/地方风味餐厅,50118,27,120.102949,30.262388,珀莱雅美帆广场1层107
B0I339ZA39,新疆买买提烤肉王,4.5,18016955999,特色/地方风味餐厅,50118,85,120.091005,30.311643,望月公寓东3门南50米
B0LR29602E,椒點麻辣烫(浙大森林店),4.1,17799809973,特色/地方风味餐厅,50118,27,120.063629,30.308498,西园八路3-8号-1
B0G1Y5UGG2,汝拉•西溪哩(西溪湿地福堤慢生活街区店),4.7,17767052866,特色/地方风味餐厅,50118,114,120.071497,30.274398,蒋墩路与文二西路交叉口西溪湿地北门福堤慢生活街区C1-20号
B0KRCOBAXM,炙烤拾光烧烤 烤鱼 小龙虾(西投云潮中心店),4.5,17764563456,特色/地方风味餐厅,50118,105,120.104577,30.146519,双浦镇西投银泰云潮中心11号楼1层底商25号
B0I0K70Z32,西塔老太太泥炉烤肉(龙湖杭州紫荆天街店),4.5,17757120053,特色/地方风味餐厅,50118,145,120.091767,30.320916,三墩镇古墩路1009号龙湖杭州紫荆天街L5层L5-07
B0LKXHNB9U,固始土鹅锅(都市阳光店),4.3,17714878138,特色/地方风味餐厅,50118,48,120.068662,30.341626,三墩镇金庄路308号
B0KG1B3T20,郑恩强麻辣烫(文一西路店),4.2,17705810456,特色/地方风味餐厅,50118,20,120.115918,30.287127,汉象/图书·音乐酒店北门旁
B0FFHGHCV1,沙县小吃(庆隆路),4,17605988855,特色/地方风味餐厅,50118,14,120.123101,30.292672,庆隆路18号(翠苑三区附近)
B0FFHG4RHX,福建正宗沙县小吃(毛家桥店),3.6,17513711450,特色/地方风味餐厅,50118,20,120.115787,30.28823,毛家桥路38号(近金色蓝庭公交车站)
B0L0PD0DC7,牛正焱·汕头牛肉饭(三墩店),3.2,17367115936,特色/地方风味餐厅,50118,16,120.074275,30.318275,吉园街36号西投绿城春树云筑
B0L22R04XN,滇幺妹云南烧烤(剑桥公社店),4.5,17366626650,特色/地方风味餐厅,50118,75,120.094806,30.305682,三墩镇申花路剑桥公社D座4幢9号
B0L1XLSCEV,牛当家烧烤(杭州总店),4.4,17364564862,特色/地方风味餐厅,50118,67,120.070775,30.341075,三墩镇金庄路269号1-4号裙楼一层107室
B0JD0SUAUL,魏名府地锅鸡地锅鱼(紫金生活广场店),4.3,17357187958,特色/地方风味餐厅,50118,65,120.07095,30.341005,金庄路269号紫金生活广场裙楼109室
B0KAKKKBS0,郑恩强麻辣烫(龙湖杭州西溪天街店),4.3,17357164678,特色/地方风味餐厅,50118,21,120.068828,30.292449,余杭塘路1001号龙湖杭州西溪天街4号楼108
B0KKP175HB,纪小媛闽南牛肉,4.6,17354734990,特色/地方风味餐厅,50118,88,120.095396,30.306849,开物创新大厦B座1楼(剑桥公社对面)
B0HKHSATNF,袁记云饺(杭州市西湖区西溪华府店),3.9,17328872883,特色/地方风味餐厅,50118,23,120.055054,30.291281,西溪华府商铺2-107
B0FFJ1BKQV,张姐东北饺子馆(象山国际广场店),4.4,17117723333,特色/地方风味餐厅,50118,50,120.079078,30.150369,灵美路象山国际广场2号楼一楼4号
B0FFHXP93V,财勤烧烤,4.1,15958130120,特色/地方风味餐厅,50118,43,120.128584,30.119756,双浦镇袁浦轮渡路6号
B0IAG58LLK,河间府驴肉火烧(星光汇店),4.3,15933296063,特色/地方风味餐厅,50118,29,120.075419,30.158947,星光汇博美路20号
B0JDJPZCO5,蒲幺哥.万州·烤鱼(龙湖杭州西溪天街店),4.2,15925935487,特色/地方风味餐厅,50118,71,120.068281,30.29299,蒋村街道余杭塘路1001号龙湖杭州西溪天街10号楼一层106号
B0LAXR4LW6,回味黑鸭煲·始于 2006(龙湖杭州西溪天街店),4.7,15900246006,特色/地方风味餐厅,50118,96,120.069589,30.293054,西溪龙湖天街5楼回味黑鸭煲
B0IDMUXKQR,杨国福麻辣烫(天目里店),4.4,15879167779,特色/地方风味餐厅,50118,31,120.100025,30.267975,古墩路与古科园东路交叉口紫创商务中心2幢127-128号
B0FFKPZXOA,红恩小吃(西溪路店),4.6,15868993299,特色/地方风味餐厅,50118,42,120.143775,30.269458,西溪路75号西溪路75号院
B0LU3ZAAJU,杨国福麻辣烫(西湖杭荟城店),4.2,15825799832,特色/地方风味餐厅,50118,35,120.075925,30.158825,转塘街道杭荟城7-101
B0KUKU9GFK,杨国福麻辣烫(铂悦城店),3.9,15825558678,特色/地方风味餐厅,50118,25,120.047954,30.228206,屏新路27号铂悦城金街10号商铺
B0HUSZLNHH,沈氏牛肉汤(云潮美誉店),4,15800467871,特色/地方风味餐厅,50118,32,120.108602,30.169012,云潮美誉商务中心3幢108室
B0HK0ANL2S,云焰云南烧烤(华星发展大厦店),4.6,15799995858,特色/地方风味餐厅,50118,102,120.126143,30.282773,文二路322华星发展大厦B座
B0FFGY7HK0,元宝饺子铺(骆家庄东苑店),4.1,15715764447,特色/地方风味餐厅,50118,17,120.099974,30.286315,蒋村街道骆家庄菜场2号楼9号
B0LKH7QG5Q,洪兴老邮差东北老式麻辣烫,4.2,15558132219,特色/地方风味餐厅,50118,30,120.100345,30.26797,古荡街道古荆弄36号
B023B1DV2U,樟荣·沙县手工小吃(学院路店),4.1,15558042206,特色/地方风味餐厅,50118,18,120.129527,30.285239,翠苑街道学院路216号学院路地铁站C口步行190米
B0KBKK9MJC,新疆兄弟烧烤(同仁家园店),4.2,15509047604,特色/地方风味餐厅,50118,72,120.078968,30.325375,同仁家园金河湾西南门南50米
B0LUJZ9DM4,泮芳春煎饺(益乐路店),4.7,15397057910,特色/地方风味餐厅,50118,16,120.113926,30.280121,益乐路39号蓝海时代国际大厦写字楼F1层
B0LD1RL55T,八方烤鱼烧烤,4.4,15372596928,特色/地方风味餐厅,50118,55,120.094942,30.305659,剑桥公社D座4幢3号
B0KGFUZ3KI,袁记云饺(青山智汇城店),3.7,15356181916,特色/地方风味餐厅,50118,30,120.090633,30.318165,杭州市临安区青山智汇城1幢121-122室
B0FFGXF4AX,绝味鸭脖(崇义路店),4.1,15336560912,特色/地方风味餐厅,50118,28,120.062349,30.284785,蒋村街道西溪花园崇义路66号-2
B0K6YA2HFJ,浙大北门烧烤(紫金创业园B座店),4.3,15306588685,特色/地方风味餐厅,50118,55,120.076121,30.308367,三墩镇石祥西路859号紫金启真大厦3号楼101-12室
B0LRR7L9R7,吉祥馄饨(杭州黄龙C座店),3.7,15268819885,特色/地方风味餐厅,50118,20,120.129498,30.274873,学院路53号黄龙国际中心C座3层
B0FFMGTIFG,鱼米之乡东岳街(西溪路店),4.5,15267462486,特色/地方风味餐厅,50118,76,120.092833,30.257562,西溪路599号东岳街内大宅院旁边
B0FFG9328F,嵊州小吃(集萃路店),4.2,15258558818,特色/地方风味餐厅,50118,20,120.074014,30.312417,三墩镇集萃路25号
B0FFHK5KA5,老杭州馄饨店(古翠路店),4.2,15168405070,特色/地方风味餐厅,50118,17,120.119575,30.282925,翠苑街道古翠路116号(古翠路地铁站A口步行170米)
B0FFIA7NW5,遵义羊肉粉(西荡苑·桃苑店),4.5,15158063536,特色/地方风味餐厅,50118,24,120.101811,30.270281,古墩路74-1号
B0J1Z67C9Y,杨国福麻辣烫(杭州数字信息产业园店),4.2,15157717002,特色/地方风味餐厅,50118,27,120.062528,30.3179,杭州数字信息产业园2期南门旁
B0L3OSXQXD,杨国福麻辣烫(小和山新苑店),3.8,15141134111,特色/地方风味餐厅,50118,25,120.032858,30.217629,留下街道小和山新苑8区2-7
B0KKL7IV1H,陶瓦里·小锅小灶(杭州首店),4.5,15070509537,特色/地方风味餐厅,50118,49,120.07444,30.292102,蒋村街道西溪银泰商业中心2号楼南楼112室
B0KRF9GGRZ,康记饺子馆,3.9,15064891345,特色/地方风味餐厅,50118,26,120.019298,30.210732,留和路522号翰墨香林(小和山地铁站B口步行350米)
B0M6UAO73R,饺饺者煎饺,3.7,15024463799,特色/地方风味餐厅,50118,12,120.144562,30.289605,莫干山路545号
B0FFHUICLT,沙县小吃(翰墨香林店),2.7,15005941611,特色/地方风味餐厅,50118,20,120.019379,30.210828,留下街道留和路520号
B0HAHHIM07,艳红饺子,4.2,13989834772,特色/地方风味餐厅,50118,17,120.10357,30.27104,古荡街道莲花街187号
B0J6G5KI1B,李家炭烤(龙湖杭州西溪天街店),4.5,13968549540,特色/地方风味餐厅,50118,50,120.066927,30.293509,余杭塘路1001号龙湖杭州西溪天街F1层
B0FFI91ZX5,墩祥面馆,4.6,13968097869,特色/地方风味餐厅,50118,29,120.075933,30.328084,同仁家园北门
B0K1MHQDM3,好真记功夫面隆江猪脚饭(群升万国天地店),3.9,13860570870,特色/地方风味餐厅,50118,21,120.09952,30.157652,转塘街道群升商务中心9号楼1号商铺
B0HAYDYLEN,鲁智深自酿啤酒烧烤烤鱼吧(烟火万塘店),4.5,13858028807,特色/地方风味餐厅,50118,64,120.124237,30.278584,翠苑街道万塘路262号万塘汇一楼101保安亭隔壁
B0J3R72AF4,东北蒸饺菜馆云屉记杭州总店,4.7,13821220111,特色/地方风味餐厅,50118,25,120.120226,30.275623,古翠路58-2号
B0L11UL02S,吉祥馄饨(灵隐天竺步行街店),4,13819490516,特色/地方风味餐厅,50118,21,120.106125,30.238675,灵隐天竺佛缘步行街133号
B0HDCHITR4,杨国福麻辣烫(杭州西溪壹号店),4.2,13805708042,特色/地方风味餐厅,50118,24,120.067809,30.281375,文二西路808号西溪壹号创意商务中心27幢1层108-2号商铺
B0FFIXIKOF,活虾堂龙虾(文一西路店),4.5,13777849612,特色/地方风味餐厅,50118,76,120.092778,30.287068,文一西路426-428号
B0FFGETHXV,华园农庄·团建拓展·会议团餐·烤全羊·烤肉自助(大清谷店),4.6,13758225918,特色/地方风味餐厅,50118,104,120.069681,30.205994,清谷路57号
B0FFH59MT6,西溪家宴,4.5,13735825153,特色/地方风味餐厅,50118,74,120.08487,30.255182,留下街道大龙驹坞7-2.7-3
B0I2MCEZ07,齐齐哈尔烤肉·研究所(烟火万塘店),4.6,13735553124,特色/地方风味餐厅,50118,81,120.125067,30.279009,万塘路262号烟火万塘步行街里边(不是靠马路边哦)
B0FFHDXELQ,飞爷私房牛腩麺(UN公社店),4.3,13735545207,特色/地方风味餐厅,50118,21,120.04936,30.229745,UN公社西南门西北70米
B0KDO5PJKH,塔哈尔(西投银泰城店),4.3,13711385579,特色/地方风味餐厅,50118,88,120.103991,30.147,转塘街道枫桦西路9号西投银泰城区4F-4018(9号客梯直达)
B0FFGHGOMQ,阿贵温州特色烧烤(石马社区店),4.6,13706613377,特色/地方风味餐厅,50118,55,120.022687,30.209618,留下街道石马新村64号(小和山地铁站A口步行440米)
B0LG9YSYI1,张记东北手工水饺,3.4,13664656377,特色/地方风味餐厅,50118,20,120.100889,30.305109,三坝雅苑东北2门旁
B023B1DQDJ,东北饺子馆,4.1,13656665305,特色/地方风味餐厅,50118,25,120.103461,30.270971,莲花街199号
B0FFIS0D0R,骆家庄土菜馆,4.6,13588456754,特色/地方风味餐厅,50118,87,120.09337,30.286534,文一西路539号3楼
B0L0NZR7J6,小二哥烧烤,4,13588348633,特色/地方风味餐厅,50118,57,120.087939,30.256352,西溪路661号华泰人才公寓(西溪路分店)
B0FFKYR66K,张亮麻辣烫(杭州翰墨香林店),3.8,13514511889,特色/地方风味餐厅,50118,30,120.019554,30.212082,留下镇留和路502-11号
B0JKOSKWPS,章诚素饺(西溪银泰店),4.1,13502444441,特色/地方风味餐厅,50118,23,120.074381,30.292387,蒋村街道双龙街588号西溪银泰城2号楼南楼307室
B0LAMCB5KQ,小辣椒·江西小炒(转塘店),4.5,13482278579,特色/地方风味餐厅,50118,44,120.079644,30.149665,美院南街89号小辣椒江西小炒(转塘店)
B0LA9L1QU7,东北劲水饺馆(三墩店),4.3,13385817752,特色/地方风味餐厅,50118,13,120.090664,30.317849,龙致商业中心1幢109室(三墩地铁站C口步行500米)
B0J1KC8WVG,新疆兄弟烧烤,4.1,13364897878,特色/地方风味餐厅,50118,65,120.090681,30.317949,三墩镇紫金上城1号楼384号
B0I0KD1QW4,兄弟烧烤(龙章路店),4.2,13338819555,特色/地方风味餐厅,50118,61,120.058086,30.280828,龙章路与春申街交叉口南60米
B0JRU70GVV,沙小龙沙县小吃(浙大森林店),4.3,13306518672,特色/地方风味餐厅,50118,21,120.063042,30.30899,西园八路1号
B0KAZCH1WE,袁记云饺(杭州市西湖区亚厦中心店),4.4,13290221737,特色/地方风味餐厅,50118,23,120.10748,30.171179,转塘街道沙秀路99号亚厦中心2号楼底商2号
B0MBSUE476,谷物对白低gi面道(西溪龙湖天街店),4.3,13282157713,特色/地方风味餐厅,50118,36,120.06754,30.292412,龙湖西溪天街5号楼双龙街218号
B0LDZ9VAVU,金麻吉厦门大排档,4.5,13221806879,特色/地方风味餐厅,50118,84,120.098992,30.267788,紫创商务中心(古墩路地铁站出入口步行380米)
B0FFFLJQQT,陈记烧烤烤鱼大排档(同仁店),4.1,13216711975,特色/地方风味餐厅,50118,49,120.078896,30.32563,三墩镇同仁家园金河湾8栋103-2号同仁商业街地D区115号
B0LUSZZE63,幺妹云南烧烤(紫金生活广场店),4.5,13216711946,特色/地方风味餐厅,50118,75,120.071014,30.341096,紫金生活广场1号门东100米
B0JDJ5L87C,次坞打面(周坪路店),4.2,13185030880,特色/地方风味餐厅,50118,20,120.069641,30.339217,周坪路59号
B0FFFA8A3C,伊北味·清真青海拉面村(古翠店),4.3,13139031062,特色/地方风味餐厅,50118,28,120.1196,30.283197,古翠路116号第1层第2间
B0IDBDNEP9,很久以前羊肉串(西溪龙湖天街店),4.7,13093776080,特色/地方风味餐厅,50118,83,120.068211,30.293485,余杭塘路1001号龙湖天街B1层下沉广场
B0KRU7ZCC1,沙县小吃(星布智谷店),4,13018910675,特色/地方风味餐厅,50118,20,120.078481,30.339707,三墩镇金蓬街3号1号楼南楼沙县小吃
B0L32N2BOL,大辽国·沈阳野宵溜达串,4.4,暂无数据,特色/地方风味餐厅,50118,93,120.095296,30.305767,申花路759号剑桥公社E座
B0KAURRNVQ,妞妞家烧烤(和安居店),4.4,暂无数据,特色/地方风味餐厅,50118,59,120.052239,30.315454,和安居一期北1门旁
B0L2H5AZQT,刘文祥麻辣烫(西斗门路店),4.4,暂无数据,特色/地方风味餐厅,50118,25,120.110194,30.289831,西斗门路22号
B0FFFS08MS,兰溪特色小吃(颐高广场店),4.2,暂无数据,特色/地方风味餐厅,50118,29,120.133451,30.274826,黄姑山横路50号
B0LK0R9NZ2,沙县小吃(云谷智强科创店),4.2,暂无数据,特色/地方风味餐厅,50118,16,120.037112,30.309993,三墩镇荆大路180号云谷智强科创中心1号楼129室
B0LAXC1GNL,绝味烧烤王,4.1,暂无数据,特色/地方风味餐厅,50118,56,120.099602,30.263084,留下街道灵溪北路21号9幢56号
B0K1OC5DAD,程凤年杭州馄饨(之江艺墅荟店),4.1,暂无数据,特色/地方风味餐厅,50118,12,120.071245,30.162907,睦邻社·之江艺墅荟
B0L035DJ0D,哒哒吖温州老鸭煲,4,暂无数据,特色/地方风味餐厅,50118,50,120.097202,30.306708,古墩路658号1层116号
B0K3USW6L5,沙县小吃(汉象图文酒店),4,暂无数据,特色/地方风味餐厅,50118,24,120.11663,30.287073,文一西路57号
B0FFH90PU5,东北饺子(西溪花园·紫菱苑店),3.9,暂无数据,特色/地方风味餐厅,50118,61,120.062366,30.281415,崇义路20号-2
B0LAP7D41H,东北大馅水饺(荡鱼街店),3.9,暂无数据,特色/地方风味餐厅,50118,22,120.077965,30.331571,慧仁家园南区西北门旁
B0L37ULZDM,碳火里徐州烧烤·烧烤·龙虾·海鲜(申花路店),3.8,暂无数据,特色/地方风味餐厅,50118,59,120.099175,30.307075,申瑞国际1期(虾龙圩地铁站D口步行460米)
B0HKXHN52E,沙县小吃(凌波路店),3.8,暂无数据,特色/地方风味餐厅,50118,24,120.055223,30.281846,凌波路81号沙县小吃
B0LDCZRG32,盼丰年沙县小吃,3.8,暂无数据,特色/地方风味餐厅,50118,20,120.128166,30.267884,西溪路393号(黄龙体育中心地铁站D口旁)
B0HGROMWU7,沙县小吃骨头饭(马塍支路店),3.8,暂无数据,特色/地方风味餐厅,50118,20,120.150828,30.273743,湖塍支路锦绣文苑2幢底商7号
B0FFH6WJQ8,台州小吃(鸡山路),3.8,暂无数据,特色/地方风味餐厅,50118,暂无数据,120.054949,30.146314,环山路1号象山人家
B0L3J5EHEW,蔡记蒸饺·杀猪菜馆(城西店),3.7,暂无数据,特色/地方风味餐厅,50118,20,120.103442,30.286073,东海名仕家园东门北80米
B0J0HKTLVB,沙县小吃,3.7,暂无数据,特色/地方风味餐厅,50118,18,120.073462,30.090491,周浦社区卫生服务中心北门旁
B0KRLZ3KBB,舒老黑自选餐厅,3.6,暂无数据,特色/地方风味餐厅,50118,26,120.117525,30.281875,元茂大厦南门旁(古翠路地铁站B口步行80米)
B0LAD57BNC,沙县小吃(古墩路店),3.6,暂无数据,特色/地方风味餐厅,50118,12,120.100564,30.278575,古墩路沙县小吃266号(五联地铁站E口步行360米)
B0M6XCT6RG,吉祥馄饨(西溪国家湿地公园店),3.5,暂无数据,特色/地方风味餐厅,50118,23,120.071788,30.272862,西溪国家湿地公园内河渚街
B0LRHZ83BY,丰味沙县小吃(西园八路店),3.5,暂无数据,特色/地方风味餐厅,50118,22,120.061275,30.315175,西园七路与西园八路交叉口西80米
B0FFFEM0LA,夏茂沙县面馆(瑞鼎大厦店),3.5,暂无数据,特色/地方风味餐厅,50118,14,120.07309,30.31389,三墩镇振华路200号瑞鼎大厦
B0LK753Y0C,淑明小炒店,3.3,暂无数据,特色/地方风味餐厅,50118,暂无数据,120.068075,30.177325,转塘街道东山里28号A幢42室
B0FFGY3SVR,北纬30度(蓝海时代国际大厦写字楼店),4.7,18758083088;19883232972,海鲜酒楼,50119,50,120.113899,30.27988,益乐路39号蓝海时代国际大厦写字楼F1层
B023B1A55X,旺角海鲜餐厅(五联店),4.4,18072720077;18757118188,海鲜酒楼,50119,121,120.096125,30.279925,文新街道民生综合体五联弄31号
B0FFIL8A78,渔百仓象山海鲜面(西溪银泰城),4.4,13082811188;18268811382,海鲜酒楼,50119,25,120.075017,30.293799,余杭塘路与崇仁路交叉口西溪银泰城地下一层铺位号BF038
B0FFFVSPE1,翔记渔庭(玉古路店),4.5,0571-89936807,海鲜酒楼,50119,85,120.128747,30.267227,玉古路168号(杭州市第十五中学)
